,VIX,Yield_Spread,Mean weekly return,Share,Max DD (within spell),Mkt DD while in regime
Calm,13.2766810285634,0.47911637931034484,0.003335255825860786,0.2966751918158568,-0.06755374874339592,-0.2519476619106361
Transitional,18.80529309963358,1.9286551724137928,0.0018445849993800386,0.37084398976982097,-0.15648478813875982,-0.4573409216306427
Stressful,26.32057689520029,0.4442307692307692,-0.0005766767995122314,0.33248081841432225,-0.4555087892320419,-0.5624407840199664
