Date,SP500_Return,VIX,Yield_Spread,Regime_GMM,Regime_label
1996-01-19,0.6216548695353441,-0.8541827466543174,-0.53723902325279,1,Calm
1996-01-26,0.5952580316384953,-0.9400452882385398,-0.4721283929436787,1,Calm
1996-02-02,0.874161269593861,-0.7891725516377797,-0.2659447302981594,1,Calm
1996-02-09,1.2529883447321968,-0.6174473514908732,-0.2116858717072332,1,Calm
1996-02-16,-0.5933550317696695,-0.5266783823012225,-0.1574270131163072,1,Calm
1996-02-23,0.6411938464138627,-0.5990482772151331,-0.1791305565526776,1,Calm
1996-03-01,-0.9948219871159304,-0.361086362884178,-0.2985000454527151,1,Calm
1996-03-08,-0.7649198373293439,0.127103827237456,-0.3527589040436412,0,Stressful
1996-03-15,0.453215644567304,-0.3831651116409124,-0.4504248495073082,1,Calm
1996-03-22,0.5270674022329769,-0.3206083058947808,-0.4612766212254935,1,Calm
1996-03-29,-0.3880390110217382,-0.0961390382341375,-0.4938319363800491,1,Calm
1996-04-05,0.5972286483416358,-0.4273230770682267,-0.5697943384073457,1,Calm
1996-04-12,-1.286859676007006,-0.2801302489053835,-0.4829801646618639,0,Stressful
1996-04-19,0.4782157545151707,-0.5573435840797636,-0.4612766212254935,1,Calm
