Date,SP500,SP500_Return,VIX,Yield_Spread,Regime_HMM,Regime_label
1995-07-07,556.3699951171875,0.0211065579501594,11.770000457763672,0.5,1,Calm
1995-07-14,559.8900146484375,0.0063068302513222,12.079999923706056,0.45,1,Calm
1995-07-21,553.6199951171875,-0.0112618400274824,12.369999885559082,0.58,1,Calm
1995-07-28,562.9299926757812,0.0166767514745718,13.18000030517578,0.57,1,Calm
1995-08-04,558.9400024414062,-0.0071131362369811,13.210000038146973,0.59,1,Calm
1995-08-11,555.1099853515625,-0.006875871318706,12.899999618530272,0.54,1,Calm
1995-08-18,559.2100219726562,0.0073588468239655,12.029999732971191,0.44,1,Calm
1995-08-25,560.0999755859375,0.00159018288545,12.329999923706056,0.48,1,Calm
1995-09-01,563.8400268554688,0.0066552753103215,11.289999961853027,0.44,1,Calm
1995-09-08,572.6799926757812,0.0155565127654018,11.15999984741211,0.39,1,Calm
1995-09-15,583.3499755859375,0.0184602237156301,11.579999923706056,0.4,1,Calm
1995-09-22,581.72998046875,-0.0027809184301714,12.460000038146973,0.4,1,Calm
1995-09-29,584.4099731445312,0.0045963563562203,12.739999771118164,0.34,1,Calm
1995-10-06,582.489990234375,-0.0032907441992202,13.979999542236328,0.33,1,Calm
1995-10-13,584.5,0.0034447797669123,13.670000076293944,0.3,1,Calm
1995-10-20,587.4600219726562,0.0050514150847229,13.460000038146973,0.32,1,Calm
1995-10-27,579.7000122070312,-0.0132974465936621,14.630000114440918,0.41,1,Calm
1995-11-03,590.5700073242188,0.0185774352175558,12.260000228881836,0.45,1,Calm
1995-11-10,592.719970703125,0.0036338780598104,12.970000267028809,0.48,1,Calm
1995-11-17,600.0700073242188,0.0123242646028431,12.489999771118164,0.46,1,Calm
1995-11-24,599.969970703125,-0.0001667221478571,11.869999885559082,0.42,1,Calm
1995-12-01,606.97998046875,0.0116162042742242,11.109999656677246,0.39,1,Calm
1995-12-08,617.47998046875,0.0171508382732996,11.119999885559082,0.34,1,Calm
1995-12-15,616.3400268554688,-0.0018478447924028,11.4399995803833,0.39,1,Calm
1995-12-22,611.9500122070312,-0.0071482031145508,11.510000228881836,0.43,1,Calm
1995-12-29,615.9299926757812,0.0064827090453594,12.520000457763672,0.4,1,Calm
1996-01-05,616.7100219726562,0.0012656240130555,13.579999923706056,0.49,1,Calm
1996-01-12,601.8099975585938,-0.0244571560171893,14.229999542236328,0.58,1,Calm
1996-01-19,611.8300170898438,0.016512717262163,12.699999809265137,0.51,1,Calm
1996-01-26,621.6199951171875,0.0158744716335323,12.0,0.57,1,Calm
1996-02-02,635.8400268554688,0.0226180358866283,13.229999542236328,0.76,1,Calm
1996-02-09,656.3699951171875,0.0317776452935891,14.630000114440918,0.81,1,Calm
1996-02-16,647.97998046875,-0.0128648453565594,15.369999885559082,0.86,1,Calm
1996-02-23,659.0800170898438,0.0169851475823916,14.779999732971191,0.84,1,Calm
1996-03-01,644.3699951171875,-0.022571861412449,16.719999313354492,0.73,1,Calm
1996-03-08,633.5,-0.0170130879454344,20.700000762939453,0.68,1,Calm
1996-03-15,641.4299926757812,0.0124400476702257,16.540000915527344,0.59,1,Calm
1996-03-22,650.6199951171875,0.0142256994850757,17.049999237060547,0.58,1,Calm
1996-03-29,645.5,-0.0079005366297986,18.8799991607666,0.55,1,Calm
1996-04-05,655.8599853515625,0.0159221189123996,16.18000030517578,0.48,1,Calm
1996-04-12,636.7100219726562,-0.0296330018057986,17.3799991607666,0.56,1,Calm
1996-04-19,645.0700073242188,0.0130445219997596,15.119999885559082,0.58,1,Calm
1996-04-26,653.4600219726562,0.0129225065476896,14.75,0.62,1,Calm
1996-05-03,641.6300048828125,-0.0182695347668175,16.700000762939453,0.7,1,Calm
1996-05-10,652.0900268554688,0.0161708092200187,15.609999656677246,0.71,1,Calm
1996-05-17,668.9099731445312,0.0254668513883347,15.130000114440918,0.61,1,Calm
1996-05-24,678.510009765625,0.0142497501702969,15.539999961853027,0.62,1,Calm
1996-05-31,669.1199951171875,-0.0139358230096764,16.06999969482422,0.58,1,Calm
1996-06-07,673.3099975585938,0.0062424350924681,16.100000381469727,0.53,1,Calm
1996-06-14,665.8499755859375,-0.0111414607532287,18.63999938964844,0.66,1,Calm
1996-06-21,666.8400268554688,0.001485794070418,15.800000190734863,0.61,1,Calm
1996-06-28,670.6300048828125,0.0056673990171347,13.68000030517578,0.62,1,Calm
1996-07-05,657.4400024414062,-0.0198640675210919,16.09000015258789,0.62,1,Calm
1996-07-12,646.1900024414062,-0.017259926884904,17.09000015258789,0.59,1,Calm
1996-07-19,638.72998046875,-0.0116117826688464,17.260000228881836,0.6,1,Calm
1996-07-26,635.9000244140625,-0.0044404426285646,17.450000762939453,0.6,1,Calm
1996-08-02,662.489990234375,0.040964091999756,16.190000534057617,0.6,1,Calm
1996-08-09,662.0999755859375,-0.0005888836089233,15.770000457763672,0.57,1,Calm
1996-08-16,665.2100219726562,0.0046862482525726,14.8100004196167,0.61,1,Calm
1996-08-23,667.030029296875,0.0027322530270899,14.18000030517578,0.63,1,Calm
1996-08-30,651.989990234375,-0.0228058569292457,17.010000228881836,0.62,1,Calm
1996-09-06,655.6799926757812,0.0056436444725802,17.100000381469727,0.61,1,Calm
1996-09-13,680.5399780273438,0.0372137145054134,15.199999809265137,0.64,1,Calm
1996-09-20,687.030029296875,0.009491433648451,15.649999618530272,0.59,1,Calm
1996-09-27,686.1900024414062,-0.0012234411686895,16.100000381469727,0.61,1,Calm
1996-10-04,701.4600219726562,0.0220093477056639,14.800000190734863,0.63,1,Calm
1996-10-11,700.6599731445312,-0.0011411989241132,15.06999969482422,0.63,1,Calm
1996-10-18,710.8200073242188,0.0143965338517793,15.079999923706056,0.61,1,Calm
1996-10-25,700.9199829101562,-0.0140255100404234,17.290000915527344,0.64,1,Calm
1996-11-01,703.77001953125,0.0040578925271503,17.889999389648438,0.59,1,Calm
1996-11-08,730.8200073242188,0.0377155754346896,15.779999732971191,0.53,1,Calm
1996-11-15,737.6199951171875,0.0092615788025156,14.359999656677246,0.51,1,Calm
1996-11-22,748.72998046875,0.0149496315792054,14.920000076293944,0.46,1,Calm
1996-11-29,757.02001953125,0.01101128716612,17.139999389648438,0.47,1,Calm
1996-12-06,739.5999755859375,-0.0232802324647316,18.81999969482422,0.53,1,Calm
1996-12-13,728.6400146484375,-0.0149296635239686,21.09000015258789,0.56,1,Calm
1996-12-20,748.8699951171875,0.0273855942006884,18.850000381469727,0.52,1,Calm
1996-12-27,756.7899780273438,0.0105203779058236,19.1299991607666,0.49,1,Calm
1997-01-03,748.030029296875,-0.0116426517982333,19.1299991607666,0.57,1,Calm
1997-01-10,759.5,0.0152171987483678,19.6299991607666,0.57,1,Calm
1997-01-17,776.1699829101562,0.0217112243013657,18.6299991607666,0.56,1,Calm
1997-01-24,770.52001953125,-0.0073059093950949,19.32999992370605,0.57,1,Calm
1997-01-31,786.1599731445312,0.020094662951763,19.46999931335449,0.59,1,Calm
1997-02-07,789.5599975585938,0.0043155252888151,18.89999961853028,0.57,1,Calm
1997-02-14,808.47998046875,0.0236800922029329,19.18000030517578,0.49,1,Calm
1997-02-21,801.77001953125,-0.0083341093314448,20.549999237060547,0.51,1,Calm
1997-02-28,790.8200073242188,-0.0137514169712469,21.100000381469727,0.47,1,Calm
1997-03-07,804.969970703125,0.0177345821654748,19.31999969482422,0.47,1,Calm
1997-03-14,793.1699829101562,-0.0147674203468604,19.809999465942383,0.53,1,Calm
1997-03-21,784.0999755859375,-0.011501020801071,19.690000534057617,0.45,1,Calm
1997-03-28,773.8800048828125,-0.0131197029806537,20.5,0.45,1,Calm
1997-04-04,757.9000244140625,-0.0208653460890495,19.229999542236328,0.48,1,Calm
1997-04-11,737.6500244140625,-0.0270819925701006,19.76000022888184,0.45,1,Calm
1997-04-18,766.3400268554688,0.0381564800749147,18.75,0.42,1,Calm
1997-04-25,765.3699951171875,-0.0012665998838539,21.14999961853028,0.4,1,Calm
1997-05-02,812.969970703125,0.0603348018094065,17.510000228881836,0.42,1,Calm
1997-05-09,824.780029296875,0.0144225471658465,20.11000061035156,0.43,1,Calm
1997-05-16,829.75,0.0060077309731125,21.56999969482422,0.42,1,Calm
1997-05-23,847.030029296875,0.020611697138821,18.07999992370605,0.49,1,Calm
1997-05-30,848.280029296875,0.0014746567687549,19.190000534057617,0.45,1,Calm
1997-06-06,858.010009765625,0.0114049613057529,18.940000534057617,0.39,1,Calm
1997-06-13,893.27001953125,0.0402731428526745,19.270000457763672,0.4,1,Calm
1997-06-20,898.7000122070312,0.0060603795812284,20.200000762939453,0.35,1,Calm
1997-06-27,887.2999877929688,-0.0127661581635258,21.21999931335449,0.43,1,Calm
1997-07-04,916.9199829101562,0.0328370787253708,17.81999969482422,0.38,1,Calm
1997-07-11,916.6799926757812,-0.0002617694578326,19.059999465942383,0.34,1,Calm
1997-07-18,915.2999877929688,-0.0015065722972398,22.280000686645508,0.33,1,Calm
1997-07-25,938.7899780273438,0.0253399215647158,20.81999969482422,0.31,1,Calm
1997-08-01,947.1400146484376,0.008855144375957,22.290000915527344,0.31,1,Calm
1997-08-08,933.5399780273438,-0.0144631449767551,22.459999084472656,0.36,1,Calm
1997-08-15,900.8099975585938,-0.0356894321610941,24.450000762939453,0.4,1,Calm
1997-08-22,923.5399780273438,0.0249197325339265,24.739999771118164,0.4,1,Calm
1997-08-29,899.469970703125,-0.0264084199898473,24.76000022888184,0.37,1,Calm
1997-09-05,929.0499877929688,0.0323568771385103,24.309999465942383,0.39,1,Calm
1997-09-12,923.9099731445312,-0.0055479103063529,25.170000076293945,0.36,1,Calm
1997-09-19,950.510009765625,0.0283840576926195,22.739999771118164,0.28,1,Calm
1997-09-26,945.219970703125,-0.00558101928869,22.26000022888184,0.28,1,Calm
1997-10-03,965.030029296875,0.0207415456600967,21.540000915527344,0.29,1,Calm
1997-10-10,966.97998046875,0.0020185732207709,19.75,0.29,1,Calm
1997-10-17,944.1599731445312,-0.0238821776528563,21.690000534057617,0.26,1,Calm
1997-10-24,941.6400146484376,-0.0026725633814042,23.170000076293945,0.22,1,Calm
1997-10-31,914.6199951171876,-0.0291143783543921,35.09000015258789,0.21,0,Stressful
1997-11-07,927.510009765625,0.0139949134941961,36.27000045776367,0.19,0,Stressful
1997-11-14,928.3499755859376,0.0009052039316523,33.65999984741211,0.16,0,Stressful
1997-11-21,963.0900268554688,0.03673810270468,26.64999961853028,0.14,0,Stressful
1997-11-28,955.4000244140624,-0.0080167667502006,27.43000030517578,0.1,0,Stressful
1997-12-05,983.7899780273438,0.0292823107976403,22.64999961853028,0.12,0,Stressful
1997-12-12,953.3900146484376,-0.0313883680039719,27.920000076293945,0.11,0,Stressful
1997-12-19,946.780029296875,-0.006957284728255,29.18000030517578,0.06,0,Stressful
1997-12-26,936.4600219726562,-0.0109599523659307,29.270000457763672,0.06,0,Stressful
1998-01-02,975.0399780273438,0.0403716410531069,23.420000076293945,0.08,0,Stressful
1998-01-09,927.6900024414062,-0.0497808453761488,28.690000534057617,0.23,0,Stressful
1998-01-16,961.510009765625,0.0358073476612554,21.64999961853028,0.19,0,Stressful
1998-01-23,957.5900268554688,-0.0040852360868299,23.31999969482422,0.28,1,Calm
1998-01-30,980.280029296875,0.0234185355675222,21.46999931335449,0.21,1,Calm
1998-02-06,1012.4600219726562,0.0323000387017016,20.51000022888184,0.24,1,Calm
1998-02-13,1020.0900268554688,0.0075078502767862,19.84000015258789,0.13,1,Calm
1998-02-20,1034.2099609375,0.0137469274481114,19.0,0.13,1,Calm
1998-02-27,1049.3399658203125,0.0145235500619875,18.549999237060547,0.07,1,Calm
1998-03-06,1055.68994140625,0.0060331635433996,19.13999938964844,0.15,1,Calm
1998-03-13,1068.6099853515625,0.0121641987505078,18.709999084472656,0.08,1,Calm
1998-03-20,1099.1600341796875,0.0281875579897414,18.690000534057617,0.05,1,Calm
1998-03-27,1095.43994140625,-0.0033902272650498,23.46999931335449,0.05,1,Calm
1998-04-03,1122.699951171875,0.024580399437843,21.81999969482422,0.05,1,Calm
1998-04-10,1110.6700439453125,-0.0107729785919499,21.51000022888184,0.09,1,Calm
1998-04-17,1122.719970703125,0.0107908100283378,20.76000022888184,0.05,1,Calm
1998-04-24,1107.9000244140625,-0.0132879328464587,21.96999931335449,0.06,1,Calm
1998-05-01,1121.0,0.0117547905091921,19.34000015258789,0.08,1,Calm
1998-05-08,1108.1400146484375,-0.0115381967373435,20.56999969482422,0.1,1,Calm
1998-05-15,1108.72998046875,0.0005322511789502,20.440000534057617,0.05,1,Calm
1998-05-22,1110.469970703125,0.0015681242152254,18.989999771118164,0.01,1,Calm
1998-05-29,1090.8199462890625,-0.017853664997844,21.31999969482422,0.03,1,Calm
1998-06-05,1113.8599853515625,0.0209017894579277,19.780000686645508,0.0,1,Calm
1998-06-12,1098.8399658203125,-0.0135764003866807,22.780000686645508,0.0,1,Calm
1998-06-19,1100.6500244140625,0.0016458897384401,21.920000076293945,-0.05,1,Calm
1998-06-26,1133.199951171875,0.0291445093268158,19.36000061035156,-0.05,1,Calm
1998-07-03,1146.4200439453125,0.0115986357444333,17.670000076293945,-0.02,1,Calm
1998-07-10,1164.3299560546875,0.0155016949109398,17.920000076293945,0.01,1,Calm
1998-07-17,1186.75,0.0190727019084029,16.229999542236328,0.05,1,Calm
1998-07-24,1140.800048828125,-0.0394886649697445,23.01000022888184,-0.03,0,Stressful
1998-07-31,1120.6700439453125,-0.0178030535322397,24.799999237060547,0.01,0,Stressful
1998-08-07,1089.449951171875,-0.0282538230282174,27.020000457763672,0.06,0,Stressful
1998-08-14,1062.75,-0.0248130486623257,34.34000015258789,0.06,0,Stressful
1998-08-21,1081.239990234375,0.0172486333776324,33.13999938964844,0.07,0,Stressful
1998-08-28,1027.1400146484375,-0.0513302663404067,39.59999847412109,0.16,0,Stressful
1998-09-04,973.8900146484376,-0.0532351583151866,43.310001373291016,0.11,0,Stressful
1998-09-11,1009.0599975585938,0.0354761050218721,43.7400016784668,0.17,0,Stressful
1998-09-18,1020.0900268554688,0.0108716830236863,38.630001068115234,0.09,0,Stressful
1998-09-25,1044.75,0.0238867373215274,34.54999923706055,0.17,0,Stressful
1998-10-02,1002.5999755859376,-0.0411810208493728,40.470001220703125,0.14,0,Stressful
1998-10-09,984.3900146484376,-0.0183297056047893,42.20000076293945,0.58,0,Stressful
1998-10-16,1056.4200439453125,0.0706189791908782,34.81999969482422,0.58,0,Stressful
1998-10-23,1070.6700439453125,0.0133987866986702,32.27000045776367,0.5,0,Stressful
1998-10-30,1098.6700439453125,0.0258157355724666,28.049999237060547,0.52,0,Stressful
1998-11-06,1141.010009765625,0.0378134462884398,25.700000762939453,0.34,0,Stressful
1998-11-13,1125.719970703125,-0.013491038723469,29.030000686645508,0.28,0,Stressful
1998-11-20,1163.550048828125,0.033052913668925,22.46999931335449,0.16,0,Stressful
1998-11-27,1192.3299560546875,0.0244336205217532,22.09000015258789,0.19,0,Stressful
1998-12-04,1176.739990234375,-0.0131614441269931,25.309999465942383,0.16,0,Stressful
1998-12-11,1166.4599609375,-0.0087744071920061,27.71999931335449,0.15,0,Stressful
1998-12-18,1188.030029296875,0.0183230100165214,25.040000915527344,0.13,0,Stressful
1998-12-25,1226.27001953125,0.0316805597727531,21.479999542236328,0.08,0,Stressful
1999-01-01,1229.22998046875,0.0024108836254912,24.420000076293945,0.11,0,Stressful
1999-01-08,1275.0899658203125,0.0366287963435887,23.280000686645508,0.15,0,Stressful
1999-01-15,1243.260009765625,-0.0252797676789828,29.239999771118164,0.1,0,Stressful
1999-01-22,1225.18994140625,-0.0146410836835499,31.950000762939453,0.05,0,Stressful
1999-01-29,1279.6400146484375,0.0434829136344259,26.25,0.08,0,Stressful
1999-02-05,1239.4000244140625,-0.031951388576477,29.670000076293945,0.14,0,Stressful
1999-02-12,1230.1300048828125,-0.0075075524184837,29.76000022888184,0.15,0,Stressful
1999-02-19,1239.219970703125,0.0073622669680242,29.299999237060547,0.12,0,Stressful
1999-02-26,1238.3299560546875,-0.0007184635733148,27.8799991607666,0.16,0,Stressful
1999-03-05,1275.469970703125,0.0295510529451021,24.07999992370605,0.2,0,Stressful
1999-03-12,1294.5899658203125,0.0148793011383752,24.84000015258789,0.16,0,Stressful
1999-03-19,1299.2900390625,0.0036239751856319,24.31999969482422,0.13,1,Calm
1999-03-26,1282.800048828125,-0.0127727645889255,24.040000915527344,0.22,1,Calm
1999-04-02,1293.719970703125,0.0084765398108661,22.059999465942383,0.24,1,Calm
1999-04-09,1348.3499755859375,0.041359837887323,21.770000457763672,0.17,1,Calm
1999-04-16,1319.0,-0.0220077308635824,23.89999961853028,0.21,1,Calm
1999-04-23,1356.8499755859375,0.0282919450632297,22.76000022888184,0.22,1,Calm
1999-04-30,1335.1800537109375,-0.016099664346977,25.06999969482422,0.28,1,Calm
1999-05-07,1345.0,0.0073278586023723,25.36000061035156,0.35,1,Calm
1999-05-14,1337.800048828125,-0.0053675028528097,26.86000061035156,0.32,1,Calm
1999-05-21,1330.2900390625,-0.005629517259031,24.39999961853028,0.22,1,Calm
1999-05-28,1301.8399658203125,-0.0216183708266468,25.38999938964844,0.22,1,Calm
1999-06-04,1327.75,0.0197071582050565,23.43000030517578,0.26,1,Calm
1999-06-11,1293.6400146484375,-0.0260258187347508,25.89999961853028,0.32,1,Calm
1999-06-18,1342.8399658203125,0.037326787142808,21.75,0.28,1,Calm
1999-06-25,1315.31005859375,-0.020714324889,21.76000022888184,0.29,1,Calm
1999-07-02,1391.219970703125,0.0561086151349732,18.65999984741211,0.24,1,Calm
1999-07-09,1403.280029296875,0.0086313354564122,17.959999084472656,0.23,1,Calm
1999-07-16,1418.780029296875,0.0109849936169936,17.420000076293945,0.18,1,Calm
1999-07-23,1356.93994140625,-0.0445652465339385,23.31999969482422,0.26,1,Calm
1999-07-30,1328.719970703125,-0.021016070754209,24.63999938964844,0.29,1,Calm
1999-08-06,1300.2900390625,-0.0216287042056739,26.600000381469727,0.33,1,Calm
1999-08-13,1327.6800537109375,0.02084575206311,22.309999465942383,0.27,1,Calm
1999-08-20,1336.6099853515625,0.0067034481602625,22.950000762939453,0.23,1,Calm
1999-08-27,1348.27001953125,0.0086857568781049,21.82999992370605,0.2,1,Calm
1999-09-03,1357.239990234375,0.0066309150862275,20.979999542236328,0.25,1,Calm
1999-09-10,1351.6600341796875,-0.0041197267498853,22.030000686645508,0.25,1,Calm
1999-09-17,1335.4200439453125,-0.0120876099688596,23.299999237060547,0.24,1,Calm
1999-09-24,1277.3599853515625,-0.0444504454413809,27.790000915527344,0.2,0,Stressful
1999-10-01,1282.81005859375,0.0042575933484645,24.93000030517578,0.27,0,Stressful
1999-10-08,1336.02001953125,0.0406420297512344,20.489999771118164,0.24,0,Stressful
1999-10-15,1247.4100341796875,-0.068625630528305,28.75,0.27,0,Stressful
1999-10-22,1301.6500244140625,0.0425632800475384,21.63999938964844,0.25,0,Stressful
1999-10-29,1362.9300537109375,0.046004124303427,22.200000762939453,0.23,0,Stressful
1999-11-05,1370.22998046875,0.0053417612029846,21.65999984741211,0.2,1,Calm
1999-11-12,1396.06005859375,0.0186754306231486,21.64999961853028,0.15,1,Calm
1999-11-19,1422.0,0.018410306050991,19.11000061035156,0.15,1,Calm
1999-11-26,1416.6199951171875,-0.0037905822786807,22.32999992370605,0.13,1,Calm
1999-12-03,1433.300048828125,0.0117057629115899,19.31999969482422,0.18,1,Calm
1999-12-10,1417.0400390625,-0.0114092954854889,21.479999542236328,0.15,1,Calm
1999-12-17,1421.030029296875,0.0028117648733223,21.350000381469727,0.15,1,Calm
1999-12-24,1458.3399658203125,0.0259167977204057,21.1200008392334,0.17,1,Calm
1999-12-31,1469.25,0.0074532873884258,24.63999938964844,0.21,1,Calm
2000-01-07,1441.469970703125,-0.0190886606097002,21.71999931335449,0.21,1,Calm
2000-01-14,1465.1500244140625,0.0162942370683847,19.65999984741211,0.25,1,Calm
2000-01-21,1441.3599853515625,-0.0163705408069274,20.81999969482422,0.31,1,Calm
2000-01-28,1360.1600341796875,-0.0579847371463024,26.13999938964844,0.08,0,Stressful
2000-02-04,1424.3699951171875,0.0461272422559817,21.540000915527344,-0.1,0,Stressful
2000-02-11,1387.1199951171875,-0.0264999555378873,24.420000076293945,-0.02,0,Stressful
2000-02-18,1346.0899658203125,-0.030025583354269,26.0,-0.17,0,Stressful
2000-02-25,1333.3599853515625,-0.0095020071142277,25.200000762939453,-0.09,0,Stressful
2000-03-03,1409.1700439453125,0.0552988485034831,19.209999084472656,-0.11,0,Stressful
2000-03-10,1395.0699462890625,-0.0100563550438277,21.239999771118164,-0.16,0,Stressful
2000-03-17,1464.469970703125,0.0485488275382977,22.3700008392334,-0.3,0,Stressful
2000-03-24,1527.4599609375,0.0421128173042308,23.309999465942383,-0.44,0,Stressful
2000-03-31,1498.5799560546875,-0.0190882358228812,24.11000061035156,-0.47,0,Stressful
2000-04-07,1516.3499755859375,0.0117881514405153,24.38999938964844,-0.52,0,Stressful
2000-04-14,1356.56005859375,-0.1113539883758667,33.4900016784668,-0.42,0,Stressful
2000-04-21,1434.5400390625,0.0558921407511165,25.850000381469727,-0.39,0,Stressful
